event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SYR116961,2023-08-30,2023,1,Political violence,Battles,Armed clash,Deir-ez-Zor Tribal Militia (Syria),,Identity militia,QSD: Syrian Democratic Forces,,Rebel group,Rebel group-Identity militia,,760,Middle East,Syria,Deir ez Zor,Abu Kamal,Hajin,Al-Bahra,34.7289,40.7847,1,Facebook,New media,"On 30 August 2023, Deir-ez-Zor tribal militiamen targeted a QSD military point in Al-Bahra town in Deir ez Zor countryside. Casualties unknown.",0,,1720479004
YEM70806,2022-01-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,Giants Brigades,State forces,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-State forces,,887,Middle East,Yemen,Marib,Harib,,Harib,14.9316,45.5036,2,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,"On 22 January 2022, pro-Hadi and Giants Brigade forces attacked Houthi forces in several locations in Harib district (Marib) killing a number of Houthi fighters. Unclear fatalities coded as 10.",10,,1730180204
PSE51332,2024-04-29,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Jenin,,Jalbun,32.4596,35.4152,1,Palestine News and Information Agency,National,"On 29 April 2024, Palestinian rioters clashed with Israeli forces that raided Jalbun (Jenin, West Bank). Israeli forces fired live bullets to disperse the rioters. There were no casualties.",0,crowd size=no report,1729632808
IRQ5728,2018-02-18,2018,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Political militia,Civilians (Iraq),Police Forces of Iraq (2014-2018); Kurdish Ethnic Group (Iraq),Civilians,Political militia-Civilians,Civilian targeting,368,Middle East,Iraq,Kirkuk,Kirkuk,Markaz Kirkuk,Kirkuk,35.4681,44.3922,1,Baghdad Post,National,"On 18 February 2018, an unidentified armed group killed a Kurdish officer in front of his house in the Huriyah (Freedom) neighborhood in Kirkuk city.",1,,1650490675
YEM91546,2024-08-30,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Yemen),Government of Yemen (2017-) Houthi,Protesters,,,,Protesters only,,887,Middle East,Yemen,Sadah,Shadaa,,Al Mashaf,16.8584,43.1978,2,Yemen News Agency (SABA) - Houthi,National,"On 30 August 2024, protesters held a large Houthi-sponsored demonstration in Shadaa district (coded to district center Al Mashaf) (Sadah) in solidarity with the Palestinian people and with Houthi actions against the 'Zionist enemy' in the context of the latest round of violence in Israel-Palestine.",0,crowd size=large,1725317866
SYR102913,2022-07-06,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Idleb,Idleb,Teftnaz,Maaret Al Naasan,36.0351,36.8376,1,SHAAM; SOHR,Other-National,"On 6 July 2022, regime forces shelled Maaret Al Naasan town and its vicinity in Idleb's countryside with artillery and heavy machine guns. Casualties unknown.",0,,1720478844
IRQ7490,2016-02-04,2016,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State in Iraq and the Levant (ISIL),,Rebel group,Civilians (Iraq),,Civilians,Rebel group-Civilians,Civilian targeting,368,Middle East,Iraq,Baghdad,Al Madain,Al Wihda,Nahrawan,33.377,44.7029,2,AP; Iraqi News; Press TV,National-Regional,"On 4 February 2016, 1 civilian was killed and 9 others sustained injuries when an explosion suspected to have been planted by Islamic State militants went off in the Nahrawan district of Baghdad.",1,,1730156872
SYR89934,2020-05-31,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Syria (2000-),,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Dara,Izra,Nawa,Nawa,32.8882,36.041,2,SHAAM,National,"On 31 May 2020, Syrian regime forces at a temporary checkpoint shot and killed 2 civilians in the areas between Nawa and Barqa towns in Dar'a governorate.",2,,1720478626
YEM88364,2024-05-31,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Yemen),Government of Yemen (2017-) Houthi,Protesters,,,,Protesters only,,887,Middle East,Yemen,Dhamar,Utmah,,Suq ar Rubu,14.5115,44.0151,2,Yemen Data Project; Yemen News Agency (SABA) - Houthi,Local partner-National,"On 31 May 2024, protesters held a large Houthi-sponsored demonstration in Utmah district (coded to Suq ar Rubu) (Dhamar) in solidarity with the Palestinian people and to support the Houthi escalation targeting Israel, US, and British ships and in solidarity with the position of the students and academics of US and European universities in supporting the Palestinian people, and to denounce the 'crimes of the Israeli aggression' in the context of the latest round of violence in Israel-Palestine. The protesters praised the position of Spain, Ireland, and Norway to recognize the Palestinian state.",0,crowd size=large,1719274363
IRN23761,2023-07-25,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Qazvin,Qazvin,Central,Qazvin,36.2688,50.0041,1,Human Rights Activists in Iran (HRA),Local partner-Other,"On 25 July 2023, pensioners rallied in front of the civil servants pension organization in Qazvin city (Qazvin) over the lack of equalization of salaries.",0,crowd size=no report,1690832619
ISR12212,2022-08-09,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Israel),Arab Ethnic Group (Israel),Protesters,,,,Protesters only,,376,Middle East,Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,1,Palestine News and Information Agency,Regional,"On 9 August 2022, Israeli Arab citizens held a sit-in protest in Haifa city against the Israeli military campaign in the Gaza Strip. Protesters called for stopping the Israeli actions against the Palestinians.",0,crowd size=no report,1721086480
SYR1450,2017-01-24,2017,1,Political violence,Battles,Armed clash,Army of Mujahideen,,Rebel group,Jabhat Fateh al Sham,,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Aleppo,Jebel Saman,Tall Ed daman,Mansura,35.7642,37.2095,2,SOHR,Other,Jaish al-Mujahideen clashed with Jabat Fateh al-Sham in Halazon in the western countryside of Aleppo. Five citizens died in the exchange of shelling between both sides.,5,,1720477962
LBN24145,2024-09-12,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,422,Middle East,Lebanon,South,Tyr,,Marwahin,33.1086,35.2754,2,L'Orient Le Jour; Liveuamap; Telegram,Local partner-New media,"On 12 September 2024, the Israeli military fired artillery shells in the vicinity of Marwahin town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",0,,1727204989
SYR110585,2023-02-01,2023,1,Political violence,Battles,Armed clash,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Hezbollah,External/Other forces,Militia (Pro-Iran),,Political militia,Political militia-External/Other forces,,760,Middle East,Syria,Deir ez Zor,Abu Kamal,Abu Kamal,Al-Bukamal,34.4546,40.9116,1,SOHR,Other,"On 1 February 2023, Iranian Islamic Revolutionary Guard Corps supported by Hezbollah launched a security operation in Al-Bukamal and Al Mayadin cities in Deir ez Zor countryside, and detained eleven pro-Iran militiamen, on charges of communicating with Global Coalition Forces.",0,,1720478923
SYR131823,2024-08-13,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Kafr Amma,36.1409,36.8735,2,SHAAM; SOHR,Other-National,"On 13 August 2024, Syrian regime forces shelled the vicinity of Kafr Amma village in the countryside of Aleppo with artillery. Casualties unknown.",0,,1724113606
SYR96535,2021-11-11,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Syria),,Political militia,Civilians (Syria),Health Workers (Syria),Civilians,Political militia-Civilians,Civilian targeting,760,Middle East,Syria,Deir ez Zor,Deir ez Zor,Basira,Daman,35.2393,40.5454,2,SNHR,Local partner-Other,"On 11 November 2021, unknown gunmen shot and killed a man who is a pharmacist near Daman town in Deir ez Zor countryside.",1,,1720478770
TUR18745,2021-11-11,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Women (Turkey); VP: Patriotic Party; HAK-IS: Confederation of Turkish Real Trade Unions; Labor Group (Turkey); Government of Turkey (2016-); AKP: Justice and Development Party,Protesters,,,,Protesters only,,792,Middle East,Turkey,Diyarbakir,Baglar,,Baglar,37.9206,40.1986,1,Ihlas News Agency; Aydinlik; Anadolu Agency; Haber 7,National,"On 11 November 2021, families who claim their children were kidnapped by the PKK staged a protest march in Baglar town, Diyarbakir. The families accused HDP of collaborating with PKK, and demanded their children be returned. AKP member president of the Turkish Grand National Assembly, VP executives, members of Hak-Is and a women organization attended the event.",0,crowd size=no report,1649083267
YEM60787,2020-12-15,2020,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,,State forces,STC: Southern Transitional Council,,Political militia,State forces-Political militia,,887,Middle East,Yemen,Abyan,Zingibar,,Ash Shaykh Salim,13.1822,45.477,2,Twitter; Yemen Data Project,Local partner-National,"On 15 December 2020, pro-Hadi forces and pro-STC forces, (coded as STC generic forces), clashed in At Tariyah front (Khanfir, Abyan) and exchanged artillery strikes in Ash Shaykh Salim front (Zingibar, Abyan). No fatalities reported.",0,,1714445678
PSE24611,2018-11-19,2018,1,Political violence,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),Rioters,Military Forces of Israel (2009-2021),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Bethlehem,,Duhayshah Camp,31.6936,35.1838,1,PLO Negotiations Affairs Department,Other,"On 19 November 2018, Palestinian rioters threw stones at Israeli forces during their raid into Mukhayyam ad Duhayshah refugee camp (Bethlehem) as they stormed and searched several houses. Israeli forces replied by firing stun and tear gas canisters.",0,crowd size=no report,1716240630
SYR22478,2018-02-25,2018,1,Political violence,Battles,Armed clash,Military Forces of Syria (2000-),Military Forces of Syria (2000-) Syrian Arab Air Defense Force; Militia (Pro-Government),State forces,AAS: Ahrar al Sham,Jaysh al Islam,Rebel group,State forces-Rebel group,,760,Middle East,Syria,Rural Damascus,Duma,Harasta,Harasta,33.5643,36.3712,2,SHAAM; SOHR; Undisclosed Source,Local partner-Other,Regime and loyalist militia forces clashed with Jaysh al-Islam and Ahrar al-Sham fighters in the area between Harasta and Duma amid an attempt by regime forces to enter the area. AAS fighters reportedly destroyed a regime engineering vehicle while regime forces allegedly fired 70 FIL napalm-laden missiles and 120 artillery shells and rockets. Regime helicopters also dropped barrel bombs on the town. No injuries or fatalities were reported.,0,,1720478263
PSE29591,2022-06-17,2022,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2021-2022),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Ramallah and Al Bireh,,Silwad,31.9763,35.2613,2,PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 17 June 2022, Palestinian rioters clashed with Israeli military forces positioned near Silwad village (Ramallah and Al Bireh, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas canisters at rioters. Several Palestinians suffered from tear gas inhalation.",0,crowd size=no report,1715049882
SYR31263,2018-04-09,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Syria),,Political militia,,,,Political militia only,,760,Middle East,Syria,Hama,As Salamiyeh,As Salamiyeh,Tall al-Dirrah,35.0309,36.9397,1,SOHR,Other,Several shells fell on the regime-controlled town of Tall al-Dirrah which caused material damage. No injuries or fatalities were reported.,0,,1720478346
PSE44437,2023-12-21,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Police Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Al Quds,,Al Quds - Shuafat Camp,31.8114,35.2458,1,PLO Negotiations Affairs Department,Other,"On 21 December 2023, Palestinian rioters clashed with Israeli police forces at the Al Quds - Mukhayyam Shuafat checkpoint (Al Quds, West Bank). Israeli forces fired live and rubber-coated bullets, tear gas cannisters, and stun grenades to disperse the rioters. There were no casualties.",0,crowd size=no report,1716328154
PSE36440,2023-09-27,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Palestine),,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,2,Newpress; Quds News Network; Twitter,New media-National,"On 27 September 2023, an unknown Palestinian militant(s) fired shots toward Israeli military vehicle near the security fence east of Gaza City (Gaza City, Gaza Strip). The incident occurred during the riot near the security fence [coded separately]. There were no casualties among soldiers.",0,,1715049892
IRQ35056,2021-11-26,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Iraq),Students (Iraq),Protesters,Police Forces of Iraq (2020-2022),,State forces,State forces-Protesters,,368,Middle East,Iraq,Al Sulaymaniyah,Rania,Markaz Rania,Rania,36.2551,44.8824,1,ROJ News,International,"On 26 November 2021, students protested in Rania city, Sulaymaniyah. The protesters demanded to be paid their monthly-student stipend which had been withheld by the local government and the provision of basic services. Security forces intervened with tear gas in an attempt to disperse the protest.",0,crowd size=no report,1667259140
SYR11418,2017-08-24,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Deir ez Zor,Deir ez Zor,Deir ez Zor,Hwaijet Saker,35.3205,40.1738,2,SOHR,Other,Unknown warplanes targeted Hwaijet Saker in the vicinity of Deir-ez-Zor city. No fatalities were reported.,0,,1720478136
YEM88378,2024-05-31,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Yemen),Government of Yemen (2017-) Houthi,Protesters,,,,Protesters only,,887,Middle East,Yemen,Dhamar,Wusab As Safil,,Al Ahad,14.2583,43.6417,1,Yemen Data Project; Yemen News Agency (SABA) - Houthi,Local partner-National,"On 31 May 2024, protesters held a large Houthi-sponsored demonstration in Al Ahad (Wusab As Safil, Dhamar) in solidarity with the Palestinian people and to support the Houthi escalation targeting Israel, US, and British ships and in solidarity with the position of the students and academics of US and European universities in supporting the Palestinian people, and to denounce the 'crimes of the Israeli aggression' in the context of the latest round of violence in Israel-Palestine. The protesters praised the position of Spain, Ireland, and Norway to recognize the Palestinian state.",0,crowd size=large,1719274363
SYR124995,2024-02-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Syria),,Protesters,,,,Protesters only,,760,Middle East,Syria,As Sweida,As Sweida,As Sweida,As-Sweida,32.7068,36.568,1,Facebook; SOHR,Other-New media,"On 25 February 2024, tens of locals organized a protest in the city of As-Sweida against the Syrian regime and to demand political change.",0,crowd size=tens,1722903360
SYR43472,2017-02-25,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Defense Force,,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Aleppo,Menbij,Al Khafsa,Al-Ashini,36.2155,37.8982,1,SNHR,Local partner-Other,Four people were killed in airstrikes by regime warplanes and shellings on areas in Achine in Aleppo.,4,,1720477952
SYR21982,2018-02-20,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Syria),,Political militia,Civilians (Syria),,Civilians,Political militia-Civilians,Civilian targeting,760,Middle East,Syria,Damascus,Damascus,Damascus,Damascus - Old City,33.5099,36.3095,1,Liveuamap; SOHR,Local partner-New media,"Shells fell on the King Faisel street and Bab Touma area in the Old City area of Damascus. Shelling on Qanawat and 6 other areas of the city killed 11 people, with 3 allocated to Damascus, 2 each allocated to Sarouja and Old City, and 1 each allocated to Qanawat, Al-Muhajirin, Jobar, and Barzeh.",2,,1720478264
JOR545,2020-01-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),Refugees/IDPs (Palestine),Protesters,,,,Protesters only,,400,Middle East,Jordan,Irbid,Qasabat Irbid,,Irbid,32.5556,35.85,1,Al Ghad (Jordan),National,"On 31 January 2020, Palestinians from the Irbid refugee camp (Mukhayyam Irbid al Kabeer), demonstrated against the Deal of the Century.",0,crowd size=no report,1649281754
SYR106301,2022-10-04,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Al Wasta,36.1107,36.8401,1,SHAAM,National,"On 4 October 2022, regime forces shelled Al Wasta town in Aleppo countryside with artillery. Casualties unknown.",0,,1720478936
PSE17475,2022-11-04,2022,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2021-2022),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Bethlehem,,Husan,31.7093,35.1348,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 4 November 2022, Palestinian rioters clashed with Israeli military forces positioned at the eastern entrance of Husan village (Bethlehem, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters. Several rioters suffered from tear gas inhalation.",0,crowd size=no report,1714445586
TUR14499,2020-12-09,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),DISK: Confederation of Progressive Trade Unions of Turkey; Labor Group (Turkey),Protesters,,,,Protesters only,,792,Middle East,Turkey,Istanbul,Fatih,,Fatih,41.0225,28.9408,1,Sozcu; Haberler,National,"On 9 December 2020, DISK members staged a protest outside the provincial tax administration building in Fatih, Istanbul to demand the increase of the minimum wage for the yar of 2021, claiming it should be at least 3800 Turkish Lira.",0,crowd size=no report,1607964590
SYR66398,2019-08-22,2019,1,Political violence,Battles,Armed clash,QSD: Syrian Democratic Forces,Menbij Military Council,Rebel group,Islamist Militia (Syria),,Political militia,Rebel group-Political militia,,760,Middle East,Syria,Aleppo,Al Bab,Arima,Korhyok,36.4986,37.6416,1,SOHR,Other,"On 22 August 2019, Menbij Military Council and QSD forces clashed with pro-Turkish Islamist faction fighters in the village of Korhyok with neither injuries nor fatalities reported.",0,,1720478560
ISR11616,2017-06-05,2017,1,Political violence,Riots,Mob violence,Rioters (Israel),Arab Ethnic Group (Israel),Rioters,Police Forces of Israel (2009-2021),,State forces,State forces-Rioters,,376,Middle East,Israel,HaMerkaz,Petah Tiqwa,Petah Tiqwa,Kafr Qaseem,32.1141,34.9762,1,Haaretz,National,"On 5 June 2017, hundreds clashed with Israeli police forces during riots following the arrest of a prominent community figure in Kafr Qaseem (Petah Tiqwa, HaMerkaz). Rioters threw stones at police forces and lit police cars on fire during the clashes. One Israeli Arab man was killed by police forces, and several officers were lightly injured.",1,crowd size=hundreds,1643043295
IRQ28179,2020-12-01,2020,1,Political violence,Battles,Armed clash,Military Forces of Iraq (2020-2022) Popular Mobilization Forces,Badr Organization,State forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,State forces-Rebel group,,368,Middle East,Iraq,Diyala,Khanaqin,Al Saadiya,Al Qaryat al Asiriyah,34.136,45.1005,1,Baghdad Today,National,"On 1 December 2020, the 110th Popular Mobilization Forces Brigade (Badr Organization) repelled an IS attack in al Asriya village of Khanaqin (Diyala). No reported fatalities or injuries.",0,,1730156839
SYR64781,2019-07-23,2019,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Idleb,Jisr Ash Shugur,Badama,Badama,35.8119,36.1973,1,Liveuamap; SOHR,Local partner-New media,"On 23 July 2019, regime ground forces fired rocket shells at the town of Badama with neither injuries nor fatalities reported.",0,,1720478566
TUR29762,2023-05-08,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),,Protesters,,,,Protesters only,,792,Middle East,Turkey,Mugla,Marmaris,,Marmaris,36.855,28.2742,1,Ihlas News Agency,National,"On 8 May 2023, a group of cyclists staged a demonstration in Marmaris town, Mugla over a recent fatal traffic accident that claimed life of a cyclists. The group demanded motorists be more aware of bikes in the traffic.",0,crowd size=no report,1684803190
LBN20242,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,422,Middle East,Lebanon,Al Nabatieh,Hasbeiya,,Rachaya al Foukhar,33.3541,35.6675,2,El Nashra; Liveuamap; Twitter,Local partner-New media,"On 17 April 2024, the Israeli military fired 10 artillery shells in the vicinity of Rachaya al Foukhar (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",0,,1727204953
IRQ39726,2022-07-18,2022,1,Strategic developments,Strategic developments,Change to group/activity,Police Forces of Iraq (2020-2022),TMF: Tribal Mobilization Forces,State forces,,,,State forces only,,368,Middle East,Iraq,Salah Al Din,Al Shirqat,Markaz Al Shirqat,Qaryat Tulul al Baj,35.4153,43.1149,2,Shafaaq News,National,"Movement of forces: On 18 July 2022, Iraqi police forces including the Tribal Mobilization Forces deployed additional reinforcements to Qaryat Tulul al Baj district, Salah Al Din province. The new deployment will secure the Mosul-Baghdad road.",0,,1667259141
SYR66454,2019-08-23,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Syria (2000-) Syrian Arab Air Defense Force,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Aleppo,Jebel Saman,Zarbah,Buwaybiyah,36.0133,36.8917,1,Liveuamap; SNHR; SOHR,Local partner-Other,"On 23 August 2019, regime warplanes carried out air raids while regime ground forces shelled the town of Buwaybiyah which killed a civilian and wounded several others.",1,,1720478560
SAU2035,2018-05-09,2018,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),,State forces,Military Forces of Yemen (2017-) Houthi,,External/Other forces,State forces-External/Other forces,,682,Middle East,Saudi Arabia,Jizan,Jizan,,Jizan,16.8892,42.5511,2,Al Arabiya; Yemen Data Project,Local partner-Regional,"Interception: On 9 May 2018, Saudi air defense forces intercepted Houthi missiles targeting Jizan city (Jizan).",0,,1719872689
TUR14554,2021-01-01,2021,1,Political violence,Explosions/Remote violence,Grenade,Martyrs of Xinire Vengeance Unit,,Political militia,Police Forces of Turkey (2016-),,State forces,State forces-Political militia,,792,Middle East,Turkey,Van,Ipekyolu,,Ipekyolu,38.5535,43.6212,1,ANF News,International,"On 1 January 2021, Martyrs of Xinire Vengeance Unit attacked a police vehicle on patrol duty in Bostanici neighborhood of Ipekyolu, Van by throwing explosive devices. No information on casualties was reported.",0,,1614639425
PSE13473,2021-12-28,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),,Protesters,,,,Protesters only,,275,Middle East,Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Palestine News and Information Agency,National,"On 28 December 2021, Palestinian protesters held a sit-in protest at Karim Younes Square in Jenin city (Jenin, West Bank), demanding Israeli authorities to release the bodies of killed Palestinians. These ongoing activities in the city come amid Israel's refusal to release the bodies of 90 Palestinians, 9 are from the Jenin district.",0,crowd size=no report,1716327873
SYR82538,2020-09-21,2020,1,Political violence,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,Rebel group,Civilians (Syria),,Civilians,Rebel group-Civilians,Civilian targeting,760,Middle East,Syria,Deir ez Zor,Al Mayadin,Thiban,Darnaj,34.9184,40.5816,1,Facebook,New media,"On 21 September 2020, QSD started a security campaign and raided Al Dabajan crossing point with regime-controlled areas in Darnaj town in Deir-ez-Zor countryside, they opened fire on civilians' boats. Neither injuries nor fatalities were reported.",0,,1720478716
IRN21965,2023-01-18,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Farmers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Isfahan,Isfahan,Central,Isfahan,32.6525,51.6746,1,Eteraze Bazar; Free Union of Iranian Workers; Human Rights Activists in Iran (HRA); Iran Kargar; Radio Farda,Local partner-Other,"On 18 January 2023, farmers protested in front of the governor's office in Isfahan city (Isfahan) demanded that they be allocated water from the Zaiandeh River.",0,crowd size=no report,1674513564
TUR18313,2021-10-08,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Children of Fire,,Political militia,Civilians (Turkey),Labor Group (Turkey); MHP: Nationalist Movement Party,Civilians,Political militia-Civilians,,792,Middle East,Turkey,Kilis,Kilis,,Kilis,36.7161,37.115,1,ANF News,International,"Property destruction: On 8 October 2021, the Children of Fire carried out an arson attack in Kilis town, inflicting material damage to a clothing store and a warehouse due to their owner's ties with MHP.",0,,1719876872
IRN14719,2016-07-18,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Farmers (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,West Azerbaijan,Naqadeh,Central,Naqadeh,36.9553,45.388,1,Free Union of Iranian Workers,Other,"On 18 July 2016, some poultry farmers gathered in front of the slaughterhouse in Naqadeh for the third day in a row over unpaid fees from the municipality and the slaughterhouse.",0,crowd size=no report,1646060633
SYR20510,2018-02-01,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Homs,Ar Rastan,Talbiseh,Farhaniyeh,34.8776,36.753,1,SOHR,Other,"The Syrian army shelled Farhaniyeh village in the countryside of Homs, neither injuries nor fatalities reported.",0,,1720478270
YEM64889,2021-05-18,2021,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,,State forces,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-State forces,,887,Middle East,Yemen,Marib,Raghwan,,Asdas,15.766,45.0815,2,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,"On 18 May 2021, pro-Hadi forces clashed with Houthi forces in Medghal and Raghwan districts (Marib). No fatalities reported.",0,,1690843428
YEM81638,2023-08-16,2023,1,Strategic developments,Strategic developments,Other,Government of Eritrea (1993-),,External/Other forces,Civilians (Yemen),Fishers (Yemen),Civilians,External/Other forces-Civilians,,887,Middle East,Yemen,Al Hudaydah,Al Khawkhah,,Al Khawkhah,13.8071,43.2493,1,Al Watan al Adani; South24; Yemen Data Project,Local partner-National,"Other: On 16 August 2023, Eritrean government released 100 arrested Yemeni fishers and transferred 97 of them to Al Khawkhah city (Al Hudaydah). One source said that there were 44 more fishers to be released from Eritrean prisons.",0,,1693842595
PSE1798,2018-04-11,2018,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Palestine),,Political militia,Military Forces of Israel (2009-2021),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mintar Crossing,31.4739,34.4736,2,BBC News; AFP,International,"On 11 April 2018, an explosive device planted by unidentified individuals targetted an Israeli army patrol near Karni (Mintar) Crossing on the northern border between Israel and Gaza. No injuries were reported.",0,,1652375201
LBN7181,2020-01-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Lebanon),,Protesters,,,,Protesters only,,422,Middle East,Lebanon,North,Al Kura,,Bohssas,34.417,35.8266,1,Lebanon Support,Local partner-Other,"On 16 January 2020, protesters from the movement against the political system in Lebanon blocked a road in Bohssas.",0,crowd size=no report,1618561896
YEM59744,2020-11-10,2020,1,Political violence,Explosions/Remote violence,Air/drone strike,West Coast Joint Forces,,Political militia,,,,Political militia only,,887,Middle East,Yemen,Al Hudaydah,At Tuhayat,,At Tuhayta,14.1836,43.2264,2,Al Masirah; Ansar Allah; Yemen Data Project; Yemen News Agency (SABA) - Houthi,Local partner-National,"On 10 November 2020, anti-Houthi forces (coded as WCJF) conducted 3 air raids with 'spy planes' (understood to be armed drones) on At Tuhayat and Ad Durayhimi (coded to district level) (Al Hudaydah). Casualties unknown.",0,,1719872679
