event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE42295,2023-12-04,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat,31.4486,34.3925,1,Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 4 December 2023, Israeli warplanes struck houses in An Nusayrat refugee camp (Deir El Balah, Gaza Strip), killing at least a child. Meanwhile artillery struck targets in the refugee camp.",1,,1715641883
IRN9750,2021-05-19,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Iran),,Political militia,Civilians (Iran),Baloch Ethnic Group (Iran),Civilians,Political militia-Civilians,Civilian targeting,364,Middle East,Iran,Sistan and Baluchestan,Chabahar,Central,Chabahar,25.2919,60.643,1,Baloch Campaign; Radio Zamaneh,Other-International,"On 19 May 2021, unknown armed actors shot a Baloch civilian outside a mosque in Chabahar city (Sistan and Baluchestan) who died 5 days later of his injuries. Local activists cited the distribution of weapons and alleged deliberate sowing of discord by the Islamic Revolutionary Guard Corps as possible contributing factors to the attack.",1,,1622485672
SYR87566,2021-02-18,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,QSD: Syrian Democratic Forces,,Rebel group,Civilians (Syria),Refugees/IDPs (Syria),Civilians,Rebel group-Civilians,Civilian targeting,760,Middle East,Syria,Deir ez Zor,Deir ez Zor,Basira,Al Sabkhah,35.2012,40.4263,2,Facebook,New media,"On 18 February 2021, QSD detained several young men during a raid on a refugee camp in the vicinity of Al Sabkhah in the countryside of Deir-ez-Zor for unknown reasons.",0,,1720478699
PSE20677,2020-08-25,2020,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2009-2021),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Nablus,,Qaryut,32.0709,35.294,1,PLO Negotiations Affairs Department,Other,"On 25 August 2020, Palestinians threw stones at Israeli forces during their raid into Qaryut village (Nablus). The Israeli forces replied by firing sound and tear gas canisters.",0,crowd size=no report,1715049876
IRQ14031,2018-09-14,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Iraq),,Protesters,,,,Protesters only,,368,Middle East,Iraq,Al Basrah,Al Basrah,Markaz Al Basrah,Basrah,30.533,47.7975,1,Yaqein,National,"On 14 September 2018, protesters in Basrah city, in southern Iraq went back out to the streets demanding clean water and an improvement of the service sector.",0,,1650490673
ISR41950,2024-09-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hezbollah,,Political militia,,,,Political militia only,,376,Middle East,Israel,HaZafon,Zefat,Eastern Upper Galilee,Safed,32.9647,35.496,1,Haaretz; Jerusalem Post; Liveuamap; News 0404; Ynet,Local partner-New media,"On 20 September 2024, Hezbollah forces in Lebanon fired over 200 rockets toward nothern Israel and the Golan Heights, at least one of which fell in Safed (Zefat, HaZafon), sparking a fire near a playground. No casualties occurred.",0,,1727134523
SYR61716,2019-06-02,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Russia (2000-); Military Forces of Syria (2000-) Syrian Arab Air Defense Force,State forces,,,,State forces only,,760,Middle East,Syria,Hama,As Suqaylabiyah,Ziyara,Al-Hamidiah,35.6547,36.3885,1,Liveuamap; SHAAM,Local partner-New media,"On 2 June 2019, regime and Russian warplanes conducted airstrikes on al-Hamidiah in northern Hama countryside amid regime barrel bomb deployment and artillery and rocket fire attacks. Neither fatalities nor injuries were reported.",0,,1720478475
YEM48576,2018-05-10,2018,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2017-) Houthi,,State forces,Military Forces of Yemen (2012-2022) Hadi,,State forces,State forces-State forces,,887,Middle East,Yemen,Sadah,Kitaf wa Al Boqee,,As Sudais,17.3883,44.1491,2,Yemen Data Project; Yemen News Agency SABA,Local partner-National,Pro-Houthi forces claim to have destroyed a military vehicle of Saudi-affiliated (but unidentified in the source) forces west of Sudais mountain area in Najran governorate. No casualties were reported. The language of the source seems to indicate that an IED was used. *ACLED defaults to coding the event on the Yemeni side when the source describes a large area along the Saudi-Yemeni border.,0,,1727740416
BHR168,2017-08-25,2017,1,Demonstrations,Protests,Protest with intervention,Protesters (Bahrain),Shiite Muslim Group (Bahrain),Protesters,Police Forces of Bahrain (1999-),,State forces,State forces-Protesters,,48,Middle East,Bahrain,Northern,,,Buri,26.1514,50.4975,1,Bahrain Mirror; FARS News Agency (Iran),National-International,"An unspecified number of Bahraini took to the streets in the village of Buri, Northern governorate, to call for the end of Sheikh Isa Qassim's house arrest, the end of discriminatory policies against Shias and the release of political prisoners. Police intervened to disperse the protests.",0,,1644271364
SYR94506,2021-09-13,2021,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Turkey (2016-),,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Idleb,Harim,Dana,Kafr Lusin,36.2555,36.7148,3,Liveuamap; SOHR,Local partner-New media,"Movement of forces: On 13 September 2021, a Turkish military convoy carrying military equipment and logistical supplies entered the Syrian territories via Kafr Lusin border crossing, and headed to their bases in Idleb province.",0,,1720478775
IRQ52355,2024-02-27,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,PKK: Kurdistan Workers Party,,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Duhok,Al Amadiya,Barwari Bala,Baze,37.1767,43.2621,2,People's Defense Forces,Other,"On 27 February 2024, Turkish army warplanes carried out airstrikes against PKK forces in the vicinity of Baze village in Al Amadiya district of Duhok. Casualties unknown.",0,,1725317878
YEM76964,2022-10-07,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,State forces,,,,State forces only,,887,Middle East,Yemen,Taizz,Al Mudhaffar,,Taizz - Madinat an Nur,13.5909,43.9869,2,Al Montasaf; Yemen Data Project,Local partner-National,"On 7 October 2022, Houthi forces shelled residential areas west of Taizz city (coded to Al Mudhaffar district at Taizz - Madinat an Nur). Casualties unknown.",0,,1724714238
PSE22137,2021-09-12,2021,1,Strategic developments,Strategic developments,Other,Military Forces of Israel (2021-2022),,External/Other forces,Civilians (Palestine),Labor Group (Palestine),Civilians,External/Other forces-Civilians,,275,Middle East,Palestine,West Bank,Tulkarm,,Zeita,32.3856,35.0512,1,PLO Negotiations Affairs Department,Other,"Other: On 12 September 2021, Israeli military forces fired tear gas canisters at Palestinian workers in Zeita village (Tulkarm) while attempting to cross the security fence to work in Israel.",0,,1716328129
LBN24071,2024-09-10,2024,1,Demonstrations,Riots,Violent demonstration,Rioters (Palestine),Refugees/IDPs (Palestine),Rioters,,,,Rioters only,,422,Middle East,Lebanon,Mount Lebanon,Baabda,,Burj el Barajneh,33.8475,35.5033,1,El Nashra,National,"On 10 September 2024, Palestinian refugees blocked the road with burning tires in Burj el Barajneh (Baabda, Mount Lebanon) in demonstration after one of their relatives got kidnapped.",0,crowd size=no report,1729632729
SYR1682,2017-01-28,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Rural Damascus,Duma,Nashabiyeh,Hazrama,33.5165,36.4897,1,SOHR,Other,Regime forces shelled Hazrma. No losses reported.,0,,1720477961
ISR12398,2021-10-19,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Israel),Labor Group (Israel),Protesters,,,,Protesters only,,376,Middle East,Israel,HaZafon,Kinneret,Kinnerot,Tiberias,32.7922,35.5312,1,Kan News,National,"On 19 October 2021, tour guides demonstrated in Tiberias (HaZafon, Kinneret) against the continuation of the coronavirus restrictions that forbade tourists from entering Israel, leaving them unemployed.",0,crowd size=no report,1727740323
PSE6206,2019-09-27,2019,1,Demonstrations,Riots,Violent demonstration,Military Forces of Israel (2009-2021),,External/Other forces,Rioters (Palestine),Health Workers (Palestine); NABS: National Authority for Breaking the Siege,Rioters,Rioters-External/Other forces,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun,31.5405,34.5402,2,AFP; Al Mezan; Arutz Sheva; ReliefWeb,Other-Subnational,"On 27 September 2019, approximately 7,000 Palestinians gathered at various locations along the border for this week's Return marches, throwing rocks and home-made crude explosives at soldiers. Two military vehicles were damaged. 95 Palestinians were injured, 40 by live fire and 27 were directly hit by tear-gas canisters. Amongst the injured were 30 children and nine paramedics. Gaza's National Authority for Breaking the Siege urged members of the public to take part in Friday's demonstration. Locations coded as Khuzaa, Shokat as Sufi, Bayt Hanun, al Burayj and Gaza based on location of previous demonstrations.",0,crowd size=approximately 1400,1729632809
YEM47142,2020-02-04,2020,1,Strategic developments,Strategic developments,Change to group/activity,STC: Southern Transitional Council (Saiqa Brigades),,Political militia,,,,Political militia only,,887,Middle East,Yemen,Ad Dali,Qaatabah,,Al Fakhir,13.8667,44.6,1,Aden al Ghad,National,"On 4 February 2020, reinforcements for the 1st Brigade Saiqa reportedly arrived in Al Fajir (Qaatabah, Ad Dali), coming from Qaatabha and Azariq fronts.",0,,1702344087
IRN19151,2022-06-12,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 4,35.7529,51.521,1,Eteraze Bazar; Iran Kargar; Free Union of Iranian Workers; Human Rights Activists in Iran (HRA),Local partner-Other,"On 12 June 2022, retired BRT bus drivers protested in front of the Autobus System 3 building in Tehran - District 4 (Tehran) over the non-payment of their insurance claims.",0,crowd size=no report,1669674889
PSE37827,2023-10-20,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun,31.5405,34.5402,1,Dunia Al Watan; Quds News Network,National,"On 20 October 2023, Israeli forces launched an airstrike at An nada and Al awda towers in Beit Hanoun (North Gaza, Gaza Strip). Casualties unknown.",0,,1715049893
SYR127064,2024-03-24,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,External/Other forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,Rebel group-External/Other forces,,760,Middle East,Syria,Homs,Tadmor,Tadmor,Dbayyat - Gas Field,34.2603,38.3179,2,Twitter,New media,"On 24 March 2024, Russian warplanes carried out airstrikes targeting IS positions in the eastern Dbayyat - Gas Field area in the badia of Homs. Casualties unknown.",0,,1730157021
YEM75210,2022-07-26,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,West Coast Joint Forces,,Political militia,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-Political militia,,887,Middle East,Yemen,Al Hudaydah,At Tuhayat,,At Tuhayta,14.1836,43.2264,2,Ansar Allah; Yemen Data Project; Yemen News Agency (SABA) - Houthi,Local partner-National,"On 26 July 2022, anti-Houthi forces (coded as WCJF) fired artillery at Houthi positions in At Tuhayat (coded to district level) (Al Hudaydah). Casualties unknown.",0,,1706579366
SYR107683,2022-11-05,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,,,,State forces only,,760,Middle East,Syria,Idleb,Al Mara,Kafr Nobol,Sfuhen,35.6073,36.4645,1,SOHR,Other,"On 5 November 2022, Syrian regime forces shelled Sfuhen village in Idleb countryside. Casualties unknown.",0,,1720478932
ISR42758,2024-09-30,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hezbollah,,Political militia,,,,Political militia only,,376,Middle East,Israel,HaZafon,Akko,Nahariyya,Rosh HaNikra Naval Base,33.0938,35.1059,2,Hezbollah War Media,New media,"On 30 September 2024, Hezbollah forces claimed to have targeted the Rosh HaNikra Naval Base (Akko, HaZafon) with Fadi-2 missiles. No Israeli sources confirmed an attack.",0,,1730180181
SYR133791,2024-09-29,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,Military Forces of the United States (2021-),External/Other forces,Militia (Pro-Iran),,Political militia,Political militia-External/Other forces,,760,Middle East,Syria,Deir ez Zor,Abu Kamal,Abu Kamal,Sweiyeh,34.4339,40.9336,1,Alkhabour; GardaWorld; Halab Today; Liveuamap; SHAAM; SOHR; SY24; Syria TV; The Euphrates Post,Local partner-New media,"On 29 September 2024, suspected US warplanes operating under Global Coalition conducted a midnight airstrike targeting a position held by pro-Iran militias in the village of Sweiyeh in the countryside of Deir ez Zor. Casualties unknown.",0,,1729632861
PSE3984,2018-10-27,2018,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-2021),,External/Other forces,PIJ: Palestinian Islamic Jihad,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya,31.5272,34.4835,2,PLO Negotiations Affairs Department; Twitter,Other-New media,"On 27 October 2018, Israeli air forces broke the ceasefire agreement and launched 2 missiles towards a PIJ weapons manufacturing facility in the east of Jabalya (North Gaza). Casualties unknown.",0,,1673314273
IRQ22288,2019-11-30,2019,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Political militia,Civilians (Iraq),,Civilians,Political militia-Civilians,Civilian targeting,368,Middle East,Iraq,Kirkuk,Kirkuk,Markaz Kirkuk,Kirkuk,35.4681,44.3922,1,Basnews,Subnational,"On 30 November 2019, three unidentified bombs exploded in Kirkuk city, injuring at least 16 civilians.",0,,1650490665
ISR10987,2020-01-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Israel),Arab Ethnic Group (Israel); High Follow-Up Committee,Protesters,,,,Protesters only,,376,Middle East,Israel,HaZafon,Akko,Karmiel,Nahaf,32.9344,35.3168,1,Arab 48,International,"On 31 January 2020, dozens of Palestinian citizens of Israel protested in Nahaf village, against the 'deal of the century' announced recently by the US government. The protesters claimed it will be the end of the independent Palestinian state. The protest was organized by the High Follow-Up Committee.",0,crowd size=dozens,1725317930
JOR3476,2019-06-26,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Jordan),Labor Group (Jordan),Protesters,,,,Protesters only,,400,Middle East,Jordan,Maan,Petra,,Wadi Musa,30.321,35.479,1,Jordan Labor Watch,National,"On 26 June 2019, Jordanian tourist guides of the Jordanian Tourism Guides Association (JTGA) held a sit-in protest in Wadi Musa (Petra, Maan) to support the JTGA negotiations with the Ministry of Tourism's over setting a minimum wage and other demands.",0,crowd size=no report,1713221247
IRQ59314,2024-09-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,PKK-YJA STAR: Kurdistan Workers Party-YJA STAR,,Rebel group,Military Forces of Turkey (2016-),,External/Other forces,Rebel group-External/Other forces,,368,Middle East,Iraq,Erbil,Rawanduz,Bradost,Wadi Khakurik,36.9599,44.6039,2,People's Defense Forces,Other,"On 20 September 2024, PKK-YJA STAR militants targeted Turkish army forces with unspecified heavy weapons in the Gire Sehid Hemin area in the Wadi Khakurik region of Rawanduz district, Erbil. Casualties unknown.",0,,1727740322
SYR76969,2020-03-18,2020,1,Political violence,Battles,Armed clash,YPG: Peoples Protection Units,,Rebel group,Opposition Rebels (Syria),,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Aleppo,Azaz,Mare,Mare',36.4827,37.1965,2,SOHR,Other,"On 18 March 2020, clashes took place between YPG and opposition rebels on Mare' front in Aleppo. Neither fatalities nor injuries were reported.",0,,1720478632
SYR88885,2021-03-30,2021,1,Strategic developments,Strategic developments,Looting/property destruction,QSD: Syrian Democratic Forces,,Rebel group,Civilians (Syria),Christian Group (Syria),Civilians,Rebel group-Civilians,,760,Middle East,Syria,Al Hasakeh,Al Malikeyyeh,Al Malikeyyeh,Al-Malikeyyeh,37.1745,42.1403,2,Facebook,New media,"Land seizure: On 30 March 2021, QSD seized the land of a civilian of Christian faith in Sweidik in Al-Malikeyyeh in al-Hasakeh.",0,,1721691379
LBN13267,2022-04-01,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Lebanon),Muslim Group (Lebanon),Protesters,,,,Protesters only,,422,Middle East,Lebanon,South,Sayda,,Sidon,33.5599,35.3756,1,El Nashra,National,"On 1 April 2022, relatives of the Aabra clashes detainees and the Bilal bin Rabah Muslim group, demonstrated in front of Bahaa Din Hariri mosque in Sidon city (Sayda), to demand the release of the prisoners of the Aabra clashes.",0,crowd size=no report,1727907795
YEM54144,2017-06-15,2017,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),External/Other forces,State forces-External/Other forces,,887,Middle East,Yemen,Sadah,Baqim,,Aqabat al Alb,17.5449,43.4545,2,Yemen News Agency SABA,National,Pro-Houthi soldiers and allied militiamen claim to have gunned down four Saudi soldiers near the Alb border crossing in Asir province. *ACLED defaults to coding the event on the Yemeni side when the source describes a large area along the Saudi-Yemeni border.,4,,1727740421
TUR23124,2017-12-13,2017,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),IHD: Human Rights Association; Labor Group (Turkey); TIHV: Human Rights Foundation of Turkey,Protesters,,,,Protesters only,,792,Middle East,Turkey,Istanbul,Bakirkoy,,Bakirkoy,40.9894,28.8712,1,Mezopotamya Agency,National,"On 13 December 2017, a group of former public workers gathered in Bakirkoy town, Istanbul to protest their dismissals by legislative decrees after the failed coup attempt of 2016 and demanded their jobs back. IHD and TIHV members also attended the event.",0,crowd size=no report,1705379993
IRQ19440,2018-06-13,2018,1,Political violence,Battles,Armed clash,PKK: Kurdistan Workers Party,,Rebel group,Military Forces of Turkey (2016-),,External/Other forces,Rebel group-External/Other forces,,368,Middle East,Iraq,Erbil,Rawanduz,Bradost,Layl Kan,36.9191,44.5604,1,People's Defense Forces,Other,"HPG (PKK) reported that on June 13, PKK attacked Turkish forces in Lelikan village (Layl Kan), Soran, Erbil. Casualties remained unknown.",0,,1618558329
IRN3336,2018-12-25,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Rasht,Central,Rasht,37.2761,49.5886,1,Human Rights Activists in Iran (HRA),Local partner-Other,"On 25 December 2018, a group of depositors defrauded by Caspian Credit Institute protested outside in Rasht.",0,,1669674897
PSE14078,2022-02-24,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Settlers (Israel),,Political militia,Civilians (Palestine),,Civilians,Political militia-Civilians,,275,Middle East,Palestine,West Bank,Nablus,,Qusra,32.0854,35.3301,1,Palestine News and Information Agency; PLO Negotiations Affairs Department,Other-National,"Property destruction: On 24 February 2022, Israeli settlers from Majdulim settlement drowned Palestinian-owned lands (55 dunams) with sewage and wastewater in Qusra village (Nablus, West Bank), causing material damages.",0,,1715049866
YEM71557,2022-02-22,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Hajjah,Haradh,,Harad,16.4097,43.0588,2,Yemen Data Project; Yemen News Agency (SABA) - Houthi,Local partner-National,"On 22 February 2022, 24 Saudi-led coalition air raids targeted Haradh district (Hajjah). Casualties unknown.",0,,1727740467
YEM57163,2020-08-26,2020,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Al Bayda,Nati,,Al Ghaylah,14.5958,45.5833,2,Yemen News Agency SABA; Yemen Data Project; Al Masirah,Local partner-National,"On 26 August 2020, 11 Saudi-led coalition airstrikes targeted Wald Rabi and Nati district (Al Bayda). No fatalities mentioned.",0,,1599506777
IRQ48639,2023-09-17,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,PKK: Kurdistan Workers Party,,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Duhok,Al Amadiya,Markaz Al Amadiya,Amadiya,37.0921,43.4877,2,ANF News; ROJ News,Regional-International,"On 17 September 2023, Turkish army helicopters conducted airstrikes against PKK forces in Sehid Delil area (Al Amadiya district), Duhok. Casualties unknown.",0,,1730764842
YEM44220,2019-10-31,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Hajjah,Haradh,,Harad,16.4097,43.0588,2,Al Thawra; Yemen Data Project,Local partner-National,"On 31 October 2019, a Saudi-led coalition airstrike reportedly targeted Harad district, west of Hajjah border governorate, northwestern Yemen. No fatalities nor injuries reported.",0,,1727740411
SYR106674,2022-10-13,2022,1,Political violence,Battles,Non-state actor overtakes territory,HTS: Hayat Tahrir al Sham,Sultan Suleiman Shah Brigade (Syria),Rebel group,JaS: Levant Front,,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Aleppo,Afrin,Sheikh El Hadid,Anqalah,36.4626,36.6077,1,SHAAM; SOHR,Other-National,"On 13 October 2022, HTS supported by Sultan Suleiman Shah Brigade took control of Anqalah town in Aleppo countryside, after clashes with Levant Front. Casualties unknown.",0,,1720478934
TUR16639,2021-05-24,2021,1,Political violence,Explosions/Remote violence,Grenade,HBDH: Peoples United Revolutionary Movement,,Political militia,Military Forces of Turkey (2016-) Gendarmerie,,State forces,State forces-Political militia,,792,Middle East,Turkey,Diyarbakir,Kayapinar,,Diyarbakir Prison Compound,37.9648,40.1212,1,ANF News,International,"On 24 May 2021, HBDH militants attacked the Diyarbakir prison compound in Kayapinar town Diyarbakir by throwing a frag grenade at its security outpost. No information on casualties was reported by source.",0,,1622485672
YEM28421,2019-02-10,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Hajjah,Haradh,,Al Mazraq,16.558,43.1981,1,Ansar Allah; Yemen Data Project,Local partner-National,"Three Saudi-led coalition air raids were reported on Al-Mazraq area of Harad border district in northwestern Yemen, Hajjah governorate, with no report of casualties.",0,,1727740404
YEM88694,2024-06-13,2024,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2017-) Houthi,,State forces,Civilians (Yemen),Labor Group (Yemen); Military Forces of Yemen (2022-) Presidential Leadership Council,Civilians,State forces-Civilians,Civilian targeting,887,Middle East,Yemen,Taizz,Salh,,Taizz - Wadi al Hawban,13.5833,44.0333,1,Akhbar Taiz; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Mareb Press,Subnational-National,"On 13 June 2024, a suspected Houthi landmine exploded on a bulldozer on the Taizz - Al Hawban road near Taizz - Wadi al Hawban (Salh) injuring 3 people including the driver and 1 IRG soldier. The landmine exploded during the removal of the sand barriers blocking the road as part of a road-opening initiative.",0,,1721081244
TUR33754,2024-01-25,2024,2,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Turkey (2016-) Gendarmerie,,State forces,PKK: Kurdistan Workers Party,,Rebel group,State forces-Rebel group,,792,Middle East,Turkey,Diyarbakir,Dicle,,Dicle,38.3657,40.0645,2,Beyaz Gazete,National,"Property destruction: Around 25 January 2024, gendarmerie forces discovered and destroyed 10 PKK shelters in the rural areas of Dicle district of Diyarbakir province, together with the supplies they found inside.",0,,1706579782
SYR63339,2019-07-05,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-),Military Forces of Russia (2000-),State forces,,,,State forces only,,760,Middle East,Syria,Hama,As Suqaylabiyah,Ziyara,Qarqur,35.7432,36.3211,1,Liveuamap; SHAAM; SOHR,Local partner-New media,"On 5 July 2019, regime ground forces fired rockets and artillery at the town of Qarqur while Russian warplanes carried out air raids with neither injuries nor fatalities reported.",0,,1720478469
IRN1125,2018-05-13,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Markazi,Arak,Central,Arak,34.0917,49.6892,1,Iranian Labour News Agency,National,"A group of HEPCO (heavy equipment production company) workers staged a protest on May 13 in front of the company in Arak, Markazi Province against delayed payments and the uncertainty of the factory's future. One worker tried to commit suicide by jumping from a bridge, but was stopped.",0,,1567462157
YEM78035,2022-12-28,2022,1,Political violence,Battles,Armed clash,Al Qaramish Tribal Militia (Yemen),,Identity militia,Giants Brigades,,Political militia,Political militia-Identity militia,,887,Middle East,Yemen,Shabwah,Jardan,,Iyadh,14.9939,46.8432,1,Aden al Ghad; Yemen Data Project; YNP,Local partner-National,"On 28 December 2022, members of Al Qaramish tribe clashed with Giants Brigade forces in Iyadh (Jardan, Shabwah) injuring 4 fighters on both sides. The clash started after Giants Brigade fighters at a checkpoint requested an increase on taxes for qat traders from the tribe.",0,,1702343965
IRQ11371,2016-08-27,2016,2,Political violence,Battles,Armed clash,Military Forces of Iraq (2014-2018),,State forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,State forces-Rebel group,,368,Middle East,Iraq,Al Anbar,Al Ramadi,Markaz Al Ramadi,Ramadi,33.4206,43.3078,3,National Iraqi News Agency,National,"As reported on August 27, Iraqi forces discovered two tunnels used by Islamic State militants in the Kurtan area in Anbar province and killed two IS suicide bombers in the area.",2,,1730156769
SYR20733,2018-02-04,2018,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Idleb,Al Mara,Maarrat An Numan,Ghadqa,35.6746,36.7914,1,SOHR; Undisclosed Source; White Helmets,Local partner-Other,Russian warplanes carried out a number of raids on the town of Ghadqa with neither injuries nor fatalities reported.,0,,1720478269
BHR10919,2023-03-12,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Bahrain),,Protesters,,,,Protesters only,,48,Middle East,Bahrain,Northern,,,Demistan,26.1264,50.4811,1,Bahrain Alyoum,National,"On 12 March 2023, protesters held a demonstration in Demistan (Northern) to demand the release of political prisoners.",0,crowd size=no report,1700533759
JOR2399,2023-10-17,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Jordan),Students (Jordan),Protesters,,,,Protesters only,,400,Middle East,Jordan,Az Zarqa,Al Hashemiyah,,Hashemite University,32.1121,36.1841,1,Jo 24,National,"On 17 October 2023, students from the Hashemite university held a protest at the Library square in Hashemite University (Al Hashemiyah). Nationwide demonstrations erupted in support of the Palestinian people in the West Bank and Gaza, and to denounce Israeli aggression.",0,crowd size=no report,1698091726
SYR101124,2022-05-07,2022,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Syria),,Political militia,Military Forces of Syria (2000-),,State forces,State forces-Political militia,,760,Middle East,Syria,Homs,Ar Rastan,Talbiseh,Alzaafaranah,34.8917,36.78,1,SOHR,Other,"On 7 May 2022, unidentified gunmen shot and killed a regime fighter in Alzaafaranah town in Homs governorate. 1 fatality.",1,,1720478850
SYR119884,2023-10-24,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,External/Other forces,Civilians (Syria),Refugees/IDPs (Syria),Civilians,External/Other forces-Civilians,Civilian targeting,760,Middle East,Syria,Idleb,Jisr Ash Shugur,Jisr Ash Shugur,Jisr-Ash-Shugur,35.8143,36.3206,2,Facebook; Liveuamap; SHAAM; SNHR; SOHR,Local partner-Other,"On 24 October 2023, Russian warplanes conducted airstrikes targeting an IDP camp on the outskirts of Al Hamama village in rural Jisr-Ash-Shugur in the western Idleb countryside, killing six civilians including three woman, two children and an unborn child. 6 fatalities.",6,,1720478994
